 N = 70, Offered_price = 121.05, result=1, Small=73, Regret=60.89
 N = 71, Offered_price = 105.26, result=1, Small=73, Regret=61.84
 N = 72, Offered_price = 131.58, result=0, Small=72, Regret=62.84
 N = 73, Offered_price = 136.84, result=0, Small=71, Regret=63.84
 N = 74, Offered_price = 147.37, result=1, Small=71, Regret=64.37
 N = 75, Offered_price = 100.00, result=1, Small=71, Regret=65.37
 N = 76, Offered_price = 110.53, result=1, Small=71, Regret=66.26
 N = 77, Offered_price = 115.79, result=1, Small=71, Regret=67.11
 N = 78, Offered_price = 121.05, result=1, Small=71, Regret=67.89
 N = 79, Offered_price = 105.26, result=1, Small=71, Regret=68.84
 N = 80, Offered_price = 126.32, result=1, Small=71, Regret=69.58
 N = 81, Offered_price = 147.37, result=0, Small=70, Regret=70.58
 N = 82, Offered_price = 100.00, result=1, Small=70, Regret=71.58
 N = 83, Offered_price = 110.53, result=1, Small=70, Regret=72.47
 N = 84, Offered_price = 115.79, result=1, Small=70, Regret=73.32
 N = 85, Offered_price = 121.05, result=1, Small=70, Regret=74.11
 N = 86, Offered_price = 157.89, result=0, Small=69, Regret=75.11
 N = 87, Offered_price = 163.16, result=1, Small=69, Regret=75.47
 N = 88, Offered_price = 168.42, result=1, Small=69, Regret=75.79
 N = 89, Offered_price = 173.68, result=1, Small=69, Regret=76.05
 N = 90, Offered_price = 189.47, result=0, Small=68, Regret=77.05
 N = 91, Offered_price = 194.74, result=0, Small=67, Regret=78.05
 N = 92, Offered_price = 200.00, result=0, Small=66, Regret=79.05
 N = 93, Offered_price = 142.11, result=1, Small=66, Regret=79.63
 N = 94, Offered_price = 152.63, result=0, Small=65, Regret=80.63
 N = 95, Offered_price = 163.16, result=0, Small=64, Regret=81.63
 N = 96, Offered_price = 168.42, result=0, Small=63, Regret=82.63
 N = 97, Offered_price = 173.68, result=0, Small=62, Regret=83.63
 N = 98, Offered_price = 178.95, result=0, Small=61, Regret=84.63
 N = 99, Offered_price = 184.21, result=0, Small=60, Regret=85.63
 N = 100, Offered_price = 100.00, result=1, Small=60, Regret=86.63
 N = 101, Offered_price = 110.53, result=1, Small=60, Regret=87.53
 N = 102, Offered_price = 115.79, result=1, Small=60, Regret=88.37
 N = 103, Offered_price = 121.05, result=1, Small=60, Regret=89.16
 N = 104, Offered_price = 105.26, result=1, Small=60, Regret=90.11
 N = 105, Offered_price = 126.32, result=0, Small=59, Regret=91.11
 N = 106, Offered_price = 142.11, result=1, Small=59, Regret=91.68
 N = 107, Offered_price = 100.00, result=1, Small=59, Regret=92.68
 N = 108, Offered_price = 110.53, result=1, Small=59, Regret=93.58
 N = 109, Offered_price = 115.79, result=1, Small=59, Regret=94.42
 N = 110, Offered_price = 121.05, result=1, Small=59, Regret=95.21
 N = 111, Offered_price = 105.26, result=1, Small=59, Regret=96.16
 N = 112, Offered_price = 131.58, result=0, Small=58, Regret=97.16
 N = 113, Offered_price = 136.84, result=1, Small=58, Regret=97.79
 N = 114, Offered_price = 142.11, result=0, Small=57, Regret=98.79
 N = 115, Offered_price = 100.00, result=1, Small=57, Regret=99.79
 N = 116, Offered_price = 110.53, result=1, Small=57, Regret=100.68
 N = 117, Offered_price = 115.79, result=1, Small=57, Regret=101.53
 N = 118, Offered_price = 121.05, result=1, Small=57, Regret=102.32
 N = 119, Offered_price = 105.26, result=1, Small=57, Regret=103.26
 N = 120, Offered_price = 100.00, result=1, Small=57, Regret=104.26
 N = 121, Offered_price = 110.53, result=1, Small=57, Regret=105.16
 N = 122, Offered_price = 115.79, result=1, Small=57, Regret=106.00
 N = 123, Offered_price = 121.05, result=1, Small=57, Regret=106.79
 N = 124, Offered_price = 136.84, result=0, Small=56, Regret=107.79
 N = 125, Offered_price = 147.37, result=0, Small=55, Regret=108.79
 N = 126, Offered_price = 105.26, result=1, Small=55, Regret=109.74
 N = 127, Offered_price = 100.00, result=1, Small=55, Regret=110.74
 N = 128, Offered_price = 110.53, result=1, Small=55, Regret=111.63
 N = 129, Offered_price = 115.79, result=1, Small=55, Regret=112.47
 N = 130, Offered_price = 121.05, result=1, Small=55, Regret=113.26
 N = 131, Offered_price = 126.32, result=1, Small=55, Regret=114.00
 N = 132, Offered_price = 105.26, result=1, Small=55, Regret=114.95
 N = 133, Offered_price = 100.00, result=1, Small=55, Regret=115.95
 N = 134, Offered_price = 110.53, result=0, Small=54, Regret=116.95
 N = 135, Offered_price = 115.79, result=1, Small=54, Regret=117.79
 N = 136, Offered_price = 121.05, result=1, Small=54, Regret=118.58
 N = 137, Offered_price = 126.32, result=1, Small=54, Regret=119.32
 N = 138, Offered_price = 105.26, result=1, Small=54, Regret=120.26
 N = 139, Offered_price = 100.00, result=1, Small=54, Regret=121.26
 N = 140, Offered_price = 115.79, result=1, Small=54, Regret=122.11
 N = 141, Offered_price = 121.05, result=0, Small=53, Regret=123.11
 N = 142, Offered_price = 126.32, result=0, Small=52, Regret=124.11
 N = 143, Offered_price = 105.26, result=1, Small=52, Regret=125.05
 N = 144, Offered_price = 152.63, result=0, Small=51, Regret=126.05
 N = 145, Offered_price = 163.16, result=1, Small=51, Regret=126.42
 N = 146, Offered_price = 168.42, result=1, Small=51, Regret=126.74
 N = 147, Offered_price = 173.68, result=0, Small=50, Regret=127.74
 N = 148, Offered_price = 178.95, result=0, Small=49, Regret=128.74
 N = 149, Offered_price = 184.21, result=0, Small=48, Regret=129.74
 N = 150, Offered_price = 157.89, result=0, Small=47, Regret=130.74
 N = 151, Offered_price = 189.47, result=0, Small=46, Regret=131.74
 N = 152, Offered_price = 194.74, result=0, Small=45, Regret=132.74
 N = 153, Offered_price = 200.00, result=0, Small=44, Regret=133.74
 N = 154, Offered_price = 100.00, result=1, Small=44, Regret=134.74
 N = 155, Offered_price = 163.16, result=0, Small=43, Regret=135.74
 N = 156, Offered_price = 168.42, result=0, Small=42, Regret=136.74
 N = 157, Offered_price = 115.79, result=1, Small=42, Regret=137.58
 N = 158, Offered_price = 105.26, result=1, Small=42, Regret=138.53
 N = 159, Offered_price = 131.58, result=1, Small=42, Regret=139.21
 N = 160, Offered_price = 142.11, result=1, Small=42, Regret=139.79
 N = 161, Offered_price = 100.00, result=1, Small=42, Regret=140.79
 N = 162, Offered_price = 115.79, result=1, Small=42, Regret=141.63
 N = 163, Offered_price = 105.26, result=1, Small=42, Regret=142.58
 N = 164, Offered_price = 110.53, result=1, Small=42, Regret=143.47
 N = 165, Offered_price = 131.58, result=1, Small=42, Regret=144.16
 N = 166, Offered_price = 136.84, result=0, Small=41, Regret=145.16
 N = 167, Offered_price = 142.11, result=0, Small=40, Regret=146.16
 N = 168, Offered_price = 147.37, result=0, Small=39, Regret=147.16
 N = 169, Offered_price = 100.00, result=1, Small=39, Regret=148.16
 N = 170, Offered_price = 115.79, result=1, Small=39, Regret=149.00
 N = 171, Offered_price = 105.26, result=1, Small=39, Regret=149.95
 N = 172, Offered_price = 110.53, result=0, Small=38, Regret=150.95
 N = 173, Offered_price = 121.05, result=1, Small=38, Regret=151.74
 N = 174, Offered_price = 131.58, result=1, Small=38, Regret=152.42
 N = 175, Offered_price = 100.00, result=1, Small=38, Regret=153.42
 N = 176, Offered_price = 115.79, result=1, Small=38, Regret=154.26
 N = 177, Offered_price = 105.26, result=1, Small=38, Regret=155.21
 N = 178, Offered_price = 121.05, result=1, Small=38, Regret=156.00
 N = 179, Offered_price = 131.58, result=0, Small=37, Regret=157.00
 N = 180, Offered_price = 100.00, result=1, Small=37, Regret=158.00
 N = 181, Offered_price = 115.79, result=1, Small=37, Regret=158.84
 N = 182, Offered_price = 105.26, result=1, Small=37, Regret=159.79
 N = 183, Offered_price = 121.05, result=0, Small=36, Regret=160.79
 N = 184, Offered_price = 100.00, result=1, Small=36, Regret=161.79
 N = 185, Offered_price = 115.79, result=1, Small=36, Regret=162.63
 N = 186, Offered_price = 126.32, result=1, Small=36, Regret=163.37
 N = 187, Offered_price = 105.26, result=1, Small=36, Regret=164.32
 N = 188, Offered_price = 100.00, result=1, Small=36, Regret=165.32
 N = 189, Offered_price = 115.79, result=1, Small=36, Regret=166.16
 N = 190, Offered_price = 126.32, result=0, Small=35, Regret=167.16
 N = 191, Offered_price = 100.00, result=1, Small=35, Regret=168.16
 N = 192, Offered_price = 115.79, result=1, Small=35, Regret=169.00
 N = 193, Offered_price = 105.26, result=1, Small=35, Regret=169.95
 N = 194, Offered_price = 110.53, result=1, Small=35, Regret=170.84
 N = 195, Offered_price = 100.00, result=1, Small=35, Regret=171.84
 N = 196, Offered_price = 115.79, result=1, Small=35, Regret=172.68
 N = 197, Offered_price = 105.26, result=1, Small=35, Regret=173.63
 N = 198, Offered_price = 110.53, result=1, Small=35, Regret=174.53
 N = 199, Offered_price = 100.00, result=1, Small=35, Regret=175.53
