100.0000,100.0000,22591.5789,108.5768,109.1501,33.8789,0.0000,115.9500,100.0000,215.9500
200.0000,100.0000,35063.1053,108.8803,109.3785,0.7553,44.2000,178.9000,155.8000,334.7000
500.0000,100.0000,35063.1053,108.8803,109.3785,0.7553,344.2000,178.9000,155.8000,334.7000
1000.0000,100.0000,35063.1053,108.8803,109.3785,0.7553,844.2000,178.9000,155.8000,334.7000
2000.0000,100.0000,35063.1053,108.8803,109.3785,0.7553,1844.2000,178.9000,155.8000,334.7000
5000.0000,100.0000,35063.1053,108.8803,109.3785,0.7553,4844.2000,178.9000,155.8000,334.7000
10000.0000,100.0000,35063.1053,108.8803,109.3785,0.7553,9844.2000,178.9000,155.8000,334.7000
20000.0000,100.0000,35063.1053,108.8803,109.3785,0.7553,19844.2000,178.9000,155.8000,334.7000
100.0000,200.0000,22591.5789,108.5768,109.1501,133.8789,0.0000,115.9500,100.0000,215.9500
200.0000,200.0000,44430.8947,108.9640,109.4425,76.3447,0.0000,224.2000,200.0000,424.2000
500.0000,200.0000,73912.1053,109.1935,109.6430,0.8053,163.9000,369.0500,336.1000,705.1500
1000.0000,200.0000,73912.1053,109.1935,109.6430,0.8053,663.9000,369.0500,336.1000,705.1500
2000.0000,200.0000,73912.1053,109.1935,109.6430,0.8053,1663.9000,369.0500,336.1000,705.1500
5000.0000,200.0000,73912.1053,109.1935,109.6430,0.8053,4663.9000,369.0500,336.1000,705.1500
10000.0000,200.0000,73912.1053,109.1935,109.6430,0.8053,9663.9000,369.0500,336.1000,705.1500
20000.0000,200.0000,73912.1053,109.1935,109.6430,0.8053,19663.9000,369.0500,336.1000,705.1500
100.0000,500.0000,22591.5789,108.5768,109.1501,433.8789,0.0000,115.9500,100.0000,215.9500
200.0000,500.0000,44430.8947,108.9640,109.4425,376.3447,0.0000,224.2000,200.0000,424.2000
500.0000,500.0000,108928.7368,109.2272,109.6709,209.4368,0.0000,539.5000,500.0000,1039.5000
1000.0000,500.0000,190136.6842,109.2872,109.7271,0.6842,117.6500,932.4000,882.3500,1814.7500
2000.0000,500.0000,190136.6842,109.2872,109.7271,0.6842,1117.6500,932.4000,882.3500,1814.7500
5000.0000,500.0000,190136.6842,109.2872,109.7271,0.6842,4117.6500,932.4000,882.3500,1814.7500
10000.0000,500.0000,190136.6842,109.2872,109.7271,0.6842,9117.6500,932.4000,882.3500,1814.7500
