100.0	100.0	23914.8421	25891.5789	True	8.265732183111501
100.0	200.0	36852.5263	39483.1053	True	7.138123933717959
100.0	500.0	66804.7895	69483.1053	True	4.009167336722162
100.0	1000.0	116804.7895	119483.1053	True	2.292984569780845
100.0	2000.0	216804.7895	219483.1053	True	1.2353582253310793
100.0	5000.0	516804.7895	519483.1053	True	0.518245158407144
100.0	10000.0	1016804.7895	1019483.1053000002	True	0.26340511253071897
100.0	20000.0	2016804.7895	2019483.1053	True	0.13279995237734346
200.0	100.0	33914.8421	35891.5789	True	5.828530158481849
200.0	200.0	47399.3158	52030.8947	True	9.771404548417555
200.0	500.0	83488.7895	90302.1053	True	8.160755283198826
200.0	1000.0	133488.7895	140302.1053	True	5.104035946029746
200.0	2000.0	233488.7895	240302.1053	True	2.918048363088533
200.0	5000.0	533488.7895000001	540302.1052999999	True	1.2771244558644779
200.0	10000.0	1033488.7895	1040302.1052999999	True	0.6592539628123352
200.0	20000.0	2033488.7894999997	2040302.1053000002	True	0.33505548863516116
500.0	100.0	63914.8421	65891.5789	True	3.09276646089061
500.0	200.0	77399.3158	82030.8947	True	5.984004964550356
500.0	500.0	118073.6842	129828.7368	True	9.955692226972957
500.0	1000.0	182978.1579	201901.6842	True	10.341959126259189
500.0	2000.0	282978.1579	301901.6842	True	6.6872745375236
500.0	5000.0	582978.1579	601901.6841999999	True	3.246009484843499
500.0	10000.0	1082978.1579	1101901.6842	True	1.7473599224470586
500.0	20000.0	2082978.1579	2101901.6842	True	0.9084841445998739
1000.0	100.0	113914.84210000001	115891.5789	True	1.7352758986969479
1000.0	200.0	127399.3158	132030.8947	True	3.6354817692042953
1000.0	500.0	168073.68420000002	179828.7368	True	6.9939875810730845
1000.0	1000.0	235259.3684	258956.9474	True	10.072958692853481
1000.0	2000.0	365983.2105	405908.4211	True	10.90902791563986
1000.0	5000.0	665983.2105	705908.4210999999	True	5.9949274952480005
1000.0	10000.0	1165983.2105	1205908.4211	True	3.4241668525294666
1000.0	20000.0	2165983.2105	2205908.4211000004	True	1.8432834754422645
2000.0	100.0	213914.8421	215891.5789	True	0.924076506610938
2000.0	200.0	227399.31579999998	232030.8947	True	2.0367602618793907
2000.0	500.0	268073.6842	279828.7368	True	4.385008038025089
2000.0	1000.0	335259.36840000004	358956.9474	True	7.0684315588539315
2000.0	2000.0	470875.7368	517099.6316	True	9.816580296562014
2000.0	5000.0	831087.4211	914476.8947	True	10.033778815907036
2000.0	10000.0	1331087.4211	1414476.8947	True	6.264763101065725
2000.0	20000.0	2331087.4211	2414476.8947	True	3.577277833735214
5000.0	100.0	513914.8421	515891.5789	True	0.3846428703873414
5000.0	200.0	527399.3158	532030.8947	True	0.8781920569946944
5000.0	500.0	568073.6842	579828.7368	True	2.0692830748803654
5000.0	1000.0	635259.3684	658956.9474	True	3.7303785160517924
5000.0	2000.0	770875.7368000001	817099.6316	True	5.996283524486185
5000.0	5000.0	1175320.4737	1290202.2105	True	9.774503156432173
5000.0	10000.0	1827421.9474	2038376.7368	True	11.543846767307361
5000.0	20000.0	2827421.9474	3038376.7368	True	7.461029634928981
10000.0	100.0	1013914.8421	1015891.5789	True	0.19496083082340304
10000.0	200.0	1027399.3158	1032030.8947	True	0.45080611100013385
10000.0	500.0	1068073.6842	1079828.7368	True	1.1005844235180018
10000.0	1000.0	1135259.3684	1158956.9474	True	2.0874154100484157
10000.0	2000.0	1270875.7368	1317099.6316	True	3.6371687224424702
10000.0	5000.0	1675320.4737	1790202.2105	True	6.8572991617705235
10000.0	10000.0	2349198.3684	2576171.3684	True	9.661721336652704
10000.0	20000.0	3653118.4211	4079689.8947	True	11.67691337724426
20000.0	100.0	2013914.8421	2015891.5789	True	0.09815394169988036
20000.0	200.0	2027399.3158	2032030.8947	True	0.22844926817845385
20000.0	500.0	2068073.6842	2079828.7368	True	0.5684058885236142
20000.0	1000.0	2135259.3684	2158956.9474	True	1.1098220361752615
20000.0	2000.0	2270875.7368	2317099.6316	True	2.0355096516701616
20000.0	5000.0	2675320.4737	2790202.2105	True	4.2941299156252954
20000.0	10000.0	3349198.3684	3576171.3684	True	6.776935106069305
20000.0	20000.0	4697237.8947	5148307.4211	True	9.60286739807136
