2000.0000,10000.0000,378075.7368,107.1062,109.9981,8928.1868,0.0000,1662.6000,2000.0000,3662.6000
5000.0000,10000.0000,942420.4737,107.0740,109.9990,7329.6237,0.0000,4131.9000,5000.0000,9131.9000
10000.0000,10000.0000,1882598.3684,107.0599,109.9996,4666.2184,0.0000,8243.9500,10000.0000,18243.9500
20000.0000,10000.0000,3526753.4211,107.0495,109.9995,0.6211,1263.6500,15442.5500,18736.3500,34178.9000
100.0000,20000.0000,19514.8421,107.4505,110.0259,19944.4421,0.0000,88.5500,100.0000,188.5500
200.0000,20000.0000,38199.3158,107.2627,109.9919,19892.0658,0.0000,169.6500,200.0000,369.6500
500.0000,20000.0000,95073.6842,107.1861,109.9921,19730.6842,0.0000,420.5000,500.0000,920.5000
1000.0000,20000.0000,188559.3684,107.1094,109.9927,19467.1684,0.0000,826.8000,1000.0000,1826.8000
2000.0000,20000.0000,378075.7368,107.1062,109.9981,18928.1868,0.0000,1662.6000,2000.0000,3662.6000
5000.0000,20000.0000,942420.4737,107.0740,109.9990,17329.6237,0.0000,4131.9000,5000.0000,9131.9000
10000.0000,20000.0000,1882598.3684,107.0599,109.9996,14666.2184,0.0000,8243.9500,10000.0000,18243.9500
20000.0000,20000.0000,3764737.8947,107.0491,109.9996,9325.0947,0.0000,16485.3000,20000.0000,36485.3000
